p239_001.txt,Please call Stella.
p239_002.txt,Ask her to bring these things with her from the store.
p239_003.txt,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."
p239_004.txt,We also need a small plastic snake and a big toy frog for the kids.
p239_005.txt,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."
p239_006.txt,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."
p239_007.txt,The rainbow is a division of white light into many beautiful colors.
p239_008.txt,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."
p239_009.txt,"There is , according to legend, a boiling pot of gold at one end."
p239_010.txt,"People look, but no one ever finds it."
p239_011.txt,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."
p239_012.txt,Throughout the centuries people have explained the rainbow in various ways.
p239_013.txt,Some have accepted it as a miracle without physical explanation.
p239_014.txt,To the Hebrews it was a token that there would be no more universal floods.
p239_015.txt,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.
p239_016.txt,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky.
p239_017.txt,Others have tried to explain the phenomenon physically.
p239_019.txt,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."
p239_020.txt,Many complicated ideas about the rainbow have been formed.
p239_021.txt,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."
p239_022.txt,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.
p239_023.txt,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."
p239_024.txt,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."
p239_025.txt,"They might have asked, for goodness sake."
p239_026.txt,"The Government, however, insists the company is not for sale."
p239_027.txt,And so was a photograph.
p239_028.txt,We are not aware of any British casualties at this stage.
p239_029.txt,There isn't the seriousness of other businesses.
p239_030.txt,It is about control of our economy.
p239_031.txt,There was a rush of water.
p239_033.txt,"Nonetheless, the overall picture is healthy."
p239_034.txt,Drink and petrol prices remain untouched.
p239_035.txt,I might well have done so already.
p239_036.txt,That can cost him a fortune.
p239_037.txt,He works at the airport.
p239_038.txt,How do you take them away?
p239_039.txt,"However, there is an issue, isn't there?"
p239_040.txt,"After the match, do you?"
p239_041.txt,Has the conflict started?
p239_042.txt,Have I really come to this?
p239_043.txt,This matter has still to come before the European Parliament.
p239_044.txt,It carried a double message.
p239_045.txt,Overall it has been deeply frustrating and disappointing.
p239_046.txt,But not a penny has been paid.
p239_047.txt,"Of course, on Tuesday, United were beaten despite this."
p239_048.txt,Alliance Leicester would give it a presence in southern England.
p239_049.txt,We must learn to finish.
p239_050.txt,You must always attempt to raise the bar.
p239_051.txt,New York is my home.
p239_054.txt,Mexico City was a wonderful experience.
p239_055.txt,He is too weak to move.
p239_056.txt,Bill Clinton always had an idea to sell.
p239_057.txt,I feel we might now have the foundations to go forward.
p239_058.txt,Among them are many criminals.
p239_060.txt,And they removed a Borderer.
p239_061.txt,All manner of precaution and protection are taken.
p239_062.txt,Perhaps we should do the same.
p239_063.txt,Rebuilding public transport was never going to happen overnight.
p239_064.txt,They were on holiday in Egypt.
p239_065.txt,They desperately want some stability.
p239_066.txt,Everything is possible in football.
p239_067.txt,Everyone could see the joke.
p239_068.txt,I'm pleased with the horse.
p239_069.txt,He will need that machine.
p239_070.txt,The new clubhouse was packed with people watching the game on TV.
p239_071.txt,Then they scored two goals to win.
p239_072.txt,"In fact, it was Geoffrey Robinson."
p239_073.txt,Pulled a huge number of viewers.
p239_076.txt,The Government does not go far enough.
p239_077.txt,He phoned the number in the brochure.
p239_078.txt,I haven't got there yet.
p239_079.txt,I can understand the frustrations of our fans.
p239_080.txt,They hoped to remain in the Edinburgh area.
p239_081.txt,"In time, the First Minister will grow in stature."
p239_082.txt,Labour has replaced the Tories as the party of the family.
p239_084.txt,And it had two seats.
p239_085.txt,"Indeed, it is only the beginning."
p239_086.txt,Or so the theory goes.
p239_087.txt,He has really done well.
p239_088.txt,So what happens next?
p239_089.txt,Had this been common practice?
p239_090.txt,What do they want us to do?
p239_091.txt,Is it worth it?
p239_092.txt,Does it matter?
p239_093.txt,George Robertson described the plan as an outrageous and disgraceful decision.
p239_094.txt,But I had never been in a theatre.
p239_095.txt,"It was fun, but not a living."
p239_096.txt,Kenny Miller might come through.
p239_097.txt,"Until recently, she worked as a recruitment consultant in London."
p239_098.txt,The Government yesterday announced its proposed new pension account.
p239_099.txt,We will pay their bills.
p239_100.txt,Sales are falling after years of growth.
p239_101.txt,It was exactly four months away.
p239_102.txt,But they also noted a partial strengthening of survey evidence.
p239_103.txt,We have a major concern about enforcement action.
p239_104.txt,I am so proud of him.
p239_105.txt,"This time, it might be for real."
p239_106.txt,He will be kept informed.
p239_107.txt,There could be a way back.
p239_108.txt,He was a lovely man.
p239_109.txt,People will have to be patient.
p239_110.txt,I can't remember a lot of it.
p239_111.txt,"Instead, another depression came in."
p239_112.txt,Talk of a crisis is absurd.
p239_113.txt,We have thought about doing lots of things.
p239_114.txt,It is sometimes like that.
p239_115.txt,The partners are looking for answers.
p239_116.txt,I've had it for the exams.
p239_117.txt,Those people must be accountable.
p239_118.txt,We feel very comfortable in this international environment.
p239_119.txt,The Festival is prepared to help.
p239_120.txt,"Accordingly, financial restructuring is required."
p239_121.txt,The error appeared in a warrant.
p239_122.txt,They have now been banned from Celtic Park for life.
p239_123.txt,Basically we lost the game because we were outplayed.
p239_124.txt,He was just a journalist.
p239_125.txt,They lived for their children.
p239_126.txt,Their season has been consigned to history.
p239_127.txt,Diversions were put in place.
p239_128.txt,How independent is that?
p239_129.txt,What form did that take?
p239_130.txt,Are they free?
p239_131.txt,What are they for?
p239_132.txt,Is there a waiting list?
p239_133.txt,Do they think anyone else wants them?
p239_134.txt,Maybe he has been away from British football for too long.
p239_135.txt,Last weekend was extremely frustrating.
p239_136.txt,Western countries condemned the conduct of the poll.
p239_137.txt,Gary Parker is a favourite of mine.
p239_138.txt,"The allegations were still under investigation, he added."
p239_139.txt,It is the only practical access for vehicles and men.
p239_140.txt,So it was at Easter Road.
p239_141.txt,A move to Manchester United would be tremendous.
p239_142.txt,Absences should be carefully monitored.
p239_143.txt,He is an extraordinary writer on so many levels.
p239_144.txt,The tribunal said his conduct was wholly reprehensible.
p239_145.txt,We just have to adapt.
p239_146.txt,He was forced to quit.
p239_147.txt,Gordon Marshall was outstanding against us.
p239_148.txt,People have been placed in a state of alarm.
p239_149.txt,I was given no instructions by no-one.
p239_150.txt,The move follows a review of the Singapore
p239_151.txt,Which isn't a bad idea.
p239_152.txt,"Since then, things have improved."
p239_155.txt,He removed the rubble with the help of passers-by.
p239_156.txt,It is a good lifestyle.
p239_157.txt,Before the game we went for a pint.
p239_158.txt,Our relationship has been very good.
p239_159.txt,It was the climax of the thing.
p239_160.txt,Nato has left them with no other option.
p239_161.txt,Scottish Enterprise and the banks have been very supportive.
p239_162.txt,I think the referee was good.
p239_163.txt,I understand the medical concerns.
p239_164.txt,Scotland will be an integral part of Abbey National.
p239_165.txt,This was a unique election.
p239_166.txt,They exist in name alone.
p239_167.txt,We have reacted well to each other.
p239_168.txt,I can see it now.
p239_169.txt,Having guidelines in advance is helpful.
p239_171.txt,Those three weeks are totally lost.
p239_172.txt,This is a milestone in the modernisation of the Scottish prosecution service.
p239_173.txt,She is in good spirits.
p239_174.txt,As if that is an achievement.
p239_175.txt,Mr Blair should be warned.
p239_176.txt,Strathclyde Police are expected to make an announcement next month.
p239_177.txt,There was a fossil on screen.
p239_178.txt,Is it in the right place?
p239_179.txt,Did he trip?
p239_180.txt,Does that put pressure on us?
p239_181.txt,Did it work?
p239_182.txt,Do you think we are a top nation?
p239_183.txt,"Here, again, they were denied a voice."
p239_184.txt,Structural changes were also required.
p239_185.txt,His job was not advertised.
p239_186.txt,That was just one night.
p239_187.txt,This is a frightening development.
p239_188.txt,They keep the atmosphere in mind.
p239_189.txt,Millions of British jobs depend on Europe.
p239_190.txt,Sloppy answers are to be avoided.
p239_191.txt,That is an entirely unacceptable position.
p239_192.txt,My father died in childbirth.
p239_193.txt,"In addition, margins have been maintained."
p239_194.txt,Such an appointment could go some way to reassure investors.
p239_195.txt,The Yugoslav army will still be there.
p239_196.txt,Two years of building a business will go up in smoke.
p239_197.txt,You've got to be vigilant.
p239_198.txt,He said the director had been completely friendly.
p239_199.txt,Tiger is not the norm.
p239_201.txt,Ms McNeill was killed on impact.
p239_202.txt,Marconi is struggling against terrible market forces.
p239_203.txt,It is all to do with the coaching.
p239_204.txt,There was a fine line to tread.
p239_205.txt,The refund is fully justified.
p239_206.txt,My wife and family are the support system.
p239_207.txt,We are now working with full-time on future product.
p239_208.txt,He has many offers from the English Premiership.
p239_209.txt,He is a very talented player.
p239_210.txt,Bottling is now the core business.
p239_211.txt,I would be surprised if he decided to give up.
p239_212.txt,The protest will go ahead as planned.
p239_213.txt,People have been wonderful beyond belief.
p239_214.txt,The music is therefore profoundly subversive.
p239_215.txt,That group reported just before Christmas.
p239_216.txt,We had to add value.
p239_217.txt,Their prescription is largely about changing attitudes.
p239_218.txt,IT S all change at Kilmarnock.
p239_219.txt,So I got a blood test.
p239_221.txt,I was caught out a little bit.
p239_223.txt,"The business has expanded rapidly, however."
p239_224.txt,But it is an enjoyable job.
p239_225.txt,Finding suitable replacements would not be easy.
p239_227.txt,Initial market reaction was close to euphoric.
p239_228.txt,"Crucially, though, United were still alive."
p239_229.txt,Kingfisher reports interim figures tomorrow.
p239_230.txt,She had gone to the Catholic school.
p239_231.txt,Then we will face the Danish champions.
p239_232.txt,It would seem a natural progression.
p239_234.txt,We will turn the corner.
p239_235.txt,"Of course, it is a tough assignment."
p239_236.txt,My Dad is a hero.
p239_237.txt,Jackie is passionate about Scotland.
p239_238.txt,Further details are expected later.
p239_239.txt,This is absolutely not true.
p239_240.txt,They should stop the bombing.
p239_241.txt,These days are long gone.
p239_243.txt,was everything done to save people?
p239_244.txt,What was the matter for concern?
p239_245.txt,Do I think about them often?
p239_246.txt,Not a great deal has changed in the last decade.
p239_247.txt,I've learned from my mistakes.
p239_248.txt,Adams is surely worth a chance.
p239_249.txt,This season has been a mixture of frustration and fulfilment.
p239_250.txt,I've come here for the jersey.
p239_251.txt,The question is whether private investors should follow their example.
p239_252.txt,The strong performance is expected to continue.
p239_253.txt,The challenge for the industry is to capture and retain that talent.
p239_254.txt,"She replied, It could be."
p239_255.txt,Allen is strong in every shape and form.
p239_256.txt,Her political persuasion is no secret.
p239_257.txt,We have a budget in March.
p239_258.txt,ADVENTURE is the champagne of life.
p239_259.txt,We have expanded too quickly.
p239_260.txt,I'd been out with my girlfriend and we were attacked.
p239_261.txt,Boats and other equipment would be pooled.
p239_262.txt,Stewart Ivory also declined to comment last night.
p239_263.txt,Our position remains the same.
p239_264.txt,The reviews were welcomed by business lobby groups.
p239_265.txt,They could not match it.
p239_266.txt,He is not a pathetic figure.
p239_267.txt,The latter can only account for a small proportion of calls.
p239_268.txt,They made such decisions in London.
p239_269.txt,This comes down to a problem of arrogance.
p239_270.txt,"Harrowing is easy, after all."
p239_271.txt,Each case is treated on merit.
p239_272.txt,A winter of discontent awaits.
p239_273.txt,I thought we were fantastic.
p239_274.txt,They are determined to make a meaningful contribution.
p239_276.txt,It is fairly specialised and mainly for the export of breeding animals.
p239_277.txt,They receive a high profile in the media.
p239_278.txt,Our destiny is in our own hands.
p239_279.txt,Miller was every bit as happy.
p239_280.txt,"Even more harrowing, though, was the reception from her husband and manager."
p239_281.txt,"Downing Street insisted, We have made clear that the deadline is absolute."
p239_282.txt,There is no internal damage.
p239_283.txt,We've had great things in the past.
p239_284.txt,It could be done by experts and lawyers.
p239_285.txt,It has been recorded twice.
p239_286.txt,Aberdeen had little to offer.
p239_287.txt,"However, Dundee deserved to win this game."
p239_288.txt,It was only later that the condition was diagnosed.
p239_289.txt,This youngster is so exciting!
p239_290.txt,It was a pre-emptive strike.
p239_291.txt,"Even if they come out playing a physical game, we can cope."
p239_292.txt,They will probably come back.
p239_293.txt,This is a good incentive for both parties to conclude.
p239_294.txt,I saw them last week.
p239_295.txt,Friday night was a pretty good night.
p239_296.txt,"This year, it will amount to a few hundred thousand pounds."
p239_297.txt,You were an easy target and therefore an easy sacrifice.
p239_298.txt,We may need to take some very radical measures.
p239_299.txt,Everyone can have their opinion.
p239_300.txt,The best thing for me was to join the Army.
p239_301.txt,Celtic are delaying the question of a new contract.
p239_302.txt,Mr McLeod said he believed a solution would be reached.
p239_303.txt,The early goal was a shock to the system for Hearts.
p239_304.txt,That should give me a chance.
p239_305.txt,They have played their part.
p239_306.txt,This will be our new beginning.
p239_307.txt,They have the cash and the fire power.
p239_308.txt,"Indeed, he sees a shortage of skilled workers on the horizon."
p239_309.txt,The company hopes to repeat the process in France.
p239_310.txt,Racism has no place in any sport.
p239_311.txt,Celtic were the losers then.
p239_312.txt,What do we want to do that for?
p239_313.txt,Does the name matter?
p239_314.txt,how do you get it back?
p239_315.txt,What are you not good at?
p239_316.txt,"I think, therefore I am?"
p239_317.txt,Who was she?
p239_318.txt,The result is utterly compelling.
p239_319.txt,The Shadow Chancellor is away on holiday.
p239_320.txt,I have been very nervous.
p239_321.txt,Confidence among the allies began to slip.
p239_322.txt,There were also some interesting questions and answers.
p239_323.txt,I won't make an official complaint.
p239_324.txt,"It particularly increases under-age drinking, he claimed."
p239_325.txt,"It wasn't about her singing, though."
p239_326.txt,They are looking at a flotation.
p239_327.txt,They make a selective perception process.
p239_328.txt,Flanker Gordon Simpson may also feature in that match.
p239_329.txt,He was admitted to hospital.
p239_330.txt,Thereafter they were allowed to proceed.
p239_331.txt,"It is a triumphant performance, which defies the years."
p239_332.txt,January is a bad time of year.
p239_333.txt,And they haven't taken the foot off the gas.
p239_334.txt,Royal Bank declined to comment.
p239_335.txt,"From there, they can go anywhere."
p239_336.txt,Sentencing is due to take place tomorrow morning.
p239_337.txt,Twaddle is a case in point.
p239_338.txt,We used to live with dignity in our country.
p239_339.txt,My daughter is an adult.
p239_340.txt,It will affect their work.
p239_341.txt,Friends said he had suffered a blackout two weeks ago.
p239_342.txt,I am considered a teenager.
p239_343.txt,"Anyway, the job will be part-time."
p239_344.txt,The FBI could become involved.
p239_345.txt,Another High Street retailer was not so lucky.
p239_346.txt,I just felt that I was broken down.
p239_347.txt,And the World Cup has not even begun.
p239_348.txt,It comes from reflection or thinking.
p239_349.txt,This is the version which appeared in our paper.
p239_350.txt,Translation - we got it wrong.
p239_351.txt,It was a miserable afternoon in Fife.
p239_352.txt,They had declined in each of the two preceding quarters.
p239_354.txt,Are you going to win?
p239_355.txt,"What kind of man does that, Mr Dick?"
p239_356.txt,"So, did she meet him?"
p239_357.txt,So what is the campaign about?
p239_358.txt,The wedding date has been set for Orlando in Florida in October.
p239_359.txt,William Hague delighted his party.
p239_360.txt,That moment when the monster is being brought to life.
p239_361.txt,We can't give any figures for Edinburgh.
p239_362.txt,Walker plans to return indoors.
p239_363.txt,The actual increases will be announced next month.
p239_364.txt,The statement contained no surprises.
p239_365.txt,The scientific debate is dead.
p239_366.txt,This would include the GM food industry.
p239_367.txt,But the rally was short-lived.
p239_368.txt,Corporate banking would be based in Edinburgh.
p239_369.txt,They are the innocent victims.
p239_370.txt,It didn't matter who was in their way.
p239_371.txt,He ended up a headmaster.
p239_372.txt,That took about two years.
p239_373.txt,He is obviously very dangerous.
p239_374.txt,That remains the unanswered question.
p239_375.txt,This should come as no surprise.
p239_377.txt,Commitment is released on Liberty.
p239_378.txt,I love the spectacle of cinema.
p239_379.txt,He did not say that.
p239_380.txt,Pensions are a long-term investment.
p239_381.txt,We have not been approached.
p239_382.txt,Murray Johnstone will replace it.
p239_383.txt,North African countries are also seen as potential customers.
p239_384.txt,The amount of alcohol as a whole was very high.
p239_385.txt,Those overseas offices were great.
p239_387.txt,She asked for the appointment with me.
p239_388.txt,"Subs not used, McKenzie, Ritchie."
p239_389.txt,A new school will be built.
p239_390.txt,Why do you want to come to Edinburgh?
p239_391.txt,"How are you, sir?"
p239_392.txt,"So is that it, then?"
p239_393.txt,Do I have a favourite?
p239_394.txt,His leader wanted to celebrate.
p239_395.txt,Venus rejects the very suggestion.
p239_396.txt,This fact is supported by audience research.
p239_397.txt,Because of that I didn't enjoy the game.
p239_399.txt,Both sides have to step back.
p239_400.txt,Analysts were impressed with progress made.
p239_401.txt,Everything has its place and purpose.
p239_402.txt,I have received no explanation.